,i,j,steps,acidgas_Fm,acidgas_CO2,acidgas_H2O,acidgas_H2S,acidgas_T,acidgas_P,air,air_SP,second_air2,air2_SP,COG,COG_SP,burner_input_T_SP,burner_input_T_PV,burner_inputP,burner_output_T_SP,burner_output_T_PV,burner_output_P_SP,burner_output_P_PV,fur_F,fur_inputT,fur_inputP,fur_temp,fur_outputT,fur_outputP_SP,fur_outputP_PV,WHB_F,WHB_inputT,WHB_inputP,WHB_outputT,WHB_outputP,SEP1_F,SEP1_P_SP,SEP1_P_PV,SEP1_T,HEATER1_F,HEATER1_input_T,HEATER1_input_P,HEATER1_output_T_SP,HEATER1_output_T_PV,HEATER1_output_P,cat1_F,cat1_input_temp,cat1_output_temp,cat1_input_P,cat1_output_P_SP,cat1_output_P_PV,cat1_deltaP,SEP2_F,SEP2_P_SP,SEP2_P_PV,SEP2_T,HEATER2_F,HEATER2_input_T,HEATER2_input_P,HEATER2_output_T_SP,HEATER2_output_T_PV,HEATER2_output_P,cat2_F,cat2_input_temp,cat2_output_temp,cat2_input_P,cat2_output_P_SP,cat2_output_P_PV,cat2_deltaP,SEP3_F,SEP3_P_SP,SEP3_P_PV,SEP3_T,B35_H2S,B35_SO2,ratio,ratioSP,conv
0,0.0,0.0,0.0,170.00301698789264,48.56565118265858,54.944319589508,66.49304621572608,83.6,1.6722000000000001,149.2055146960214,4183.831125541841,189.99943995120708,190.0,25.507179506254882,24.02439079406061,599.9999587739113,600.0008400144366,1.6221686221207952,1219.506405728874,1219.5071185833729,1.622195,1.6221952387412517,331.6353669759992,126.93037337722137,1.5722621840365372,914.8929789823593,912.6650741562382,1.571315,1.5713100368396264,327.9648163633755,912.6650741562548,1.5213939956982863,316.586854878921,1.5212444326389478,327.9648163633755,1.520795,1.520765516383668,144.35167083512556,323.52640667794964,144.35167084997428,1.425525323105364,229.35393779495703,229.35434850474485,1.4244100634325145,323.52640667794964,229.3543485047446,256.6518268277417,1.424182804949834,1.411445,1.4114414999473384,12.741305002495595,321.8253922238366,1.361375,1.3613657441900802,68.37652212760824,237.9468311166805,68.37652212761147,1.267126282815408,155.0,155.00359002260132,1.4244100634325145,237.9468311166805,155.00359002260132,186.14918456431647,1.2666658914938786,1.251615,1.2516095196454757,15.056371848402916,236.57722891832353,1.200915,1.2009103461430894,108.41516516837329,0.0361920355040788,0.013548208387432504,2.6713521425940723,13.74749771421146,0.8250079081165728
1,0.0,1.0,1.0,170.00076363850192,48.56500745655041,54.94359131567342,66.4921648662781,83.6,1.6722000000000001,149.20302753726554,4183.77509279301,189.999311883084,190.0,25.507126437129028,24.024444540570794,599.9999587739113,600.0005547120378,1.6221696096474123,1219.506405728874,1219.5064101512473,1.622195,1.6221962262041896,331.63061857943734,126.93092646796114,1.5722662917781038,914.892280975327,912.6640753520771,1.571315,1.571314174500082,327.9602875199951,912.6640753520879,1.521401876029029,316.5768402441684,1.521252317998267,327.9602875199951,1.520795,1.5207734106473272,144.3717670846279,323.5096626334137,144.3717671055354,1.4255252388077275,229.37788696383498,229.37827698946023,1.4244100243365703,323.5096626334137,229.37827698945995,256.6857785442672,1.4241827751865264,1.411445,1.411441871138162,12.740904048364365,321.80796810999146,1.361375,1.3613644004908871,68.37649805415647,237.93562179364656,68.3764980541627,1.2671236364717888,155.0,155.00431377844825,1.4244100243365703,237.93562179364656,155.00431377844825,186.14494878272168,1.266663289262667,1.251615,1.2516084646245227,15.054824638144337,236.5660580776863,1.200915,1.20090775074143,108.41349515908573,0.0361887614502446,0.013546497697604212,2.671447798396247,13.74749771421146,0.825032957772033
2,0.0,2.0,2.0,169.99969397981087,48.564701881556545,54.94324560610889,66.49174649214547,83.6,1.6722000000000001,149.20186820714036,4183.748366468842,189.9995431703574,190.0,25.507156186854683,24.024522972619913,599.9999587739113,600.0000758863594,1.6221697416182528,1219.506405728874,1219.5058897563501,1.622195,1.622196358232933,331.6284062525581,126.93124741279046,1.5722687366200754,914.8920564720272,912.6636009285965,1.571315,1.5713166333446131,327.95825325743044,912.6636009285994,1.5214085272513405,316.5723153720067,1.5212589717890286,327.95825325743044,1.520795,1.5207800688126312,144.39185488759475,323.49660977891494,144.3918549147338,1.425526592760879,229.40084711286434,229.40122424928558,1.424411398973236,323.49660977891494,229.4012242492845,256.7182845306305,1.4241841545951206,1.411445,1.4114433974528284,12.74075714229217,321.7943148084735,1.361375,1.3613654268899202,68.37647058508271,237.9291984384717,68.37647058509174,1.2671237241367548,155.0,155.0039730448933,1.424411398973236,237.9291984384717,155.0039730448933,186.1384597060373,1.2666634041953877,1.251615,1.251609599321169,15.05380487421859,236.55986865271078,1.200915,1.2009080109884875,108.41182341544453,0.03618538701371861,0.013544749266428412,2.6715435112118735,13.74749771421146,0.8250549135560228
3,0.0,3.0,3.0,169.99937063493493,48.56460950993436,54.94314110229175,66.49162002270887,83.6,1.6722000000000001,149.20158012890562,4183.740177395089,189.99982890070038,190.0,25.507209550802376,24.024582252118233,599.9999587739113,599.9997596666914,1.6221694667474025,1219.506405728874,1219.5057390312056,1.622195,1.6221960834484346,331.62781499054483,126.93138833082783,1.5722698748522514,914.8921794772339,912.6635941377297,1.571315,1.5713177753122138,327.957771153682,912.663594137728,1.5214135153428174,316.57135846399495,1.5212639608124148,327.957771153682,1.520795,1.5207850592406131,144.41194105638738,323.48570351311525,144.41194108729172,1.4255279149854323,229.42323247079844,229.42360272730113,1.4244127270768474,323.48570351311525,229.42360272730082,256.74993414085907,1.4241854847077955,1.411445,1.4114447210152699,12.740763692525636,321.7828487055797,1.361375,1.361366894744785,68.37644065933961,237.9250444902331,68.37644065934967,1.2671243178162683,155.0,155.00336792663313,1.4244127270768474,237.9250444902331,155.00336792663313,186.1312563638704,1.2666640166987877,1.251615,1.2516109611903827,15.053055508404967,236.55602657970405,1.200915,1.200909079168879,108.41014900568821,0.03618200673988178,0.013542993762236073,2.67164021302095,13.74749771421146,0.825075482262126
4,0.0,4.0,4.0,169.99944124161433,48.56462968051381,54.94316392209828,66.49164763900227,83.6,1.6722000000000001,149.2017584411013,4183.741798688051,190.00004363012872,190.0,25.50725708507898,24.024611019215754,599.9999587739113,599.9996470416122,1.6221690730817193,1219.506405728874,1219.5058587805784,1.622195,1.622195689854528,331.6280789689238,126.93141328247843,1.572270148679577,914.8924813128724,912.663864887431,1.571315,1.5713180473943058,327.9580897582573,912.6638647035917,1.5214169815498686,316.5722808076831,1.521267427037255,327.9580897582573,1.520795,1.5207885252480529,144.43202902054838,323.47577868897343,144.43202906050024,1.4255287977613649,229.44535427065634,229.44572272805624,1.4244136087266648,323.47577868897343,229.44572272805613,256.7811689066294,1.4241863670557975,1.411445,1.4114455241192123,12.740842936585173,321.7723880258677,1.361375,1.3613681024231477,68.37640893514855,237.92175637325886,68.37640893516634,1.2671246430938468,155.0,155.00283002674402,1.4244136087266648,237.92175637325886,155.00283002674402,186.12402152126697,1.2666643572947889,1.251615,1.2516119347171466,15.052422577642277,236.55307504013183,1.200915,1.2009101111854543,108.4084717071538,0.03617865319338553,0.013541242742842116,2.671738028809026,13.74749771421146,0.8250955242349405
5,0.0,5.0,5.0,169.999663671084,48.56469322310398,54.94323581044522,66.49173463753482,83.6,1.6722000000000001,149.2021116546646,4183.7472455787365,190.0001587559546,190.0,25.507288590910886,24.024614559460034,599.9999587739113,599.9996751001609,1.6221687163376026,1219.506405728874,1219.5060867821726,1.622195,1.6221953331541126,331.6286626262201,126.9313771915422,1.5722699456568547,914.8928262199793,912.6642407371422,1.571315,1.5713178405609296,327.95868524419427,912.6642407371378,1.5214192938991662,316.5738623303511,1.5212697390252212,327.95868524419427,1.520795,1.5207908363808291,144.4521207778578,323.466219694641,144.4521208237407,1.4255292721349277,229.46738155155927,229.4677488720935,1.4244140792614015,323.466219694641,229.46774887209418,256.8122444589051,1.424186837779866,1.411445,1.4114458877983582,12.740949981507876,321.7622953787388,1.361375,1.3613688998037636,68.3763758087552,237.91862739172853,68.37637580877607,1.267124551220518,155.0,155.0024551978461,1.4244140792614015,237.91862739172853,155.0024551978461,186.11699771001946,1.266664279858358,1.251615,1.2516124574406697,15.05182241768832,236.55028306585905,1.200915,1.2009108419839065,108.40679158026957,0.03617533046235481,0.01353949874630551,2.671836760000136,13.74749771421146,0.8251154465453668
6,0.0,6.0,6.0,169.99990813940425,48.564763061647895,54.943314821663705,66.49183025609267,83.6,1.6722000000000001,149.20247969415416,4183.753272793224,190.00019190262884,190.0,25.50730019466528,24.02459434371182,599.9999587739113,599.9997725505866,1.6221684547586261,1219.506405728874,1219.506415185559,1.622195,1.6221950715934845,331.6292781731052,126.93132364108655,1.5722695188195919,914.8931419429024,912.6646078270477,1.571315,1.5713174096610691,327.95929400350303,912.6646078270446,1.5214207648484268,316.5754599890142,1.5212712095191046,327.95929400350303,1.520795,1.5207923059007191,144.47221583622772,323.45660460501784,144.4722158891899,1.4255294485334706,229.48942417125227,229.48979185996035,1.4244142520867749,323.45660460501784,229.48979185996083,256.8433155101399,1.4241870108427899,1.411445,1.411445956672605,12.741054170184896,321.75215167594706,1.361375,1.361369332822983,68.37634146364272,237.91532591455945,68.37634146366884,1.267124107232674,155.0,155.0022425760687,1.4244142520867749,237.91532591455945,155.00224257606874,186.11022878282455,1.2666638507373014,1.251615,1.2516126385238018,15.051212213499587,236.54731211590394,1.200915,1.2009112529935144,108.40510875806667,0.03617203204191491,0.013537760732050524,2.6719361316733834,13.74749771421146,0.8251354398818815
7,0.0,7.0,7.0,170.00010950137747,48.56482058577615,54.94337990107704,66.49190901452431,83.6,1.6722000000000001,149.2027808225603,4183.758251147304,190.00017937908052,190.0,25.507308329091057,24.024582522096694,599.9999587739113,599.999861370391,1.6221682836500142,1219.506405728874,1219.5064828482548,1.622195,1.6221949004868754,331.6297791041273,126.93125775541495,1.5722690346687391,914.8933817078894,912.6649135855841,1.571315,1.5713169221606942,327.95977814587826,912.6649135855819,1.5214216815036228,316.57674512063755,1.521272125785642,327.95977814587826,1.520795,1.5207932213585953,144.49231438823747,323.44681651345434,144.49231444439212,1.4255294631807998,229.5115142433702,229.51188290052139,1.4244142643168134,323.44681651345434,229.5118829005215,256.8744357081302,1.4241870235261598,1.411445,1.411445877335277,12.741146190882846,321.7418355068052,1.361375,1.3613695128705277,68.37630598679553,237.91175507543556,68.3763059868222,1.2671234353400451,155.0,155.002151182001,1.4244142643168134,237.91175507543556,155.002151182001,186.10367151305923,1.2666631945898081,1.251615,1.2516126182660243,15.050576323783815,236.54406336721254,1.200915,1.2009114190159615,108.40342337196869,0.03616874886802246,0.013536026546469985,2.6720358994460445,13.74749771421146,0.8251555652003082
8,0.0,8.0,8.0,170.00024876093275,48.564860368781794,54.94342490922834,66.49196348292263,83.6,1.6722000000000001,149.20299184655462,4183.761706703097,190.00014051558276,190.0,25.507305137153914,24.024562044226485,599.9999587739113,599.9999392344334,1.6221681967688437,1219.506405728874,1219.5065827698177,1.622195,1.6221948135975257,331.63012667289473,126.93120853223034,1.5722685764290245,914.8935496066819,912.6651356324156,1.571315,1.5713164615367987,327.96010761712665,912.6651356324136,1.5214222282189886,316.57763432996813,1.521272672227073,327.96010761712665,1.520795,1.5207937672360705,144.51241487003537,323.43676788733114,144.51241493455427,1.425529393533288,229.53367426627344,229.5340436212734,1.4244141940395494,323.43676788733114,229.53404362127392,256.90564599931605,1.424186954036198,1.411445,1.4114457345037366,12.741219532461434,321.7312564206168,1.361375,1.3613695308002605,68.37626936684458,237.90789482375462,68.37626936687731,1.2671226318824762,155.0,155.00214198687246,1.4244141940395494,237.90789482375462,155.00214198687246,186.0972702345226,1.266662407894229,1.251615,1.251612498517167,15.049909377061965,236.5405191665939,1.200915,1.2009114225235946,108.40173551477137,0.03616547317547664,0.013534294208396316,2.6721358807938826,13.74749771421146,0.8251758409256846
9,0.0,9.0,9.0,170.0003256789912,48.564882342365934,54.943449768848254,66.49199356777704,83.6,1.6722000000000001,149.20311324836,4183.763621015647,190.00009557194187,190.0,25.507298421985364,24.024544168886344,599.9999587739113,599.9999892785795,1.6221681681948839,1219.506405728874,1219.50662180572,1.622195,1.6221947850113805,331.630321812706,126.93117445603117,1.5722681906902922,914.893647891187,912.6652729902967,1.571315,1.5713160743865475,327.96028856023577,912.6652729902961,1.5214225633245864,316.5781390287085,1.5212730071837182,327.96028856023577,1.520795,1.5207941018821443,144.5325170462616,323.42653983555033,144.53251711542742,1.4255293166876328,229.5558821740029,229.55625267337714,1.4244141178366088,323.42653983555033,229.55625267337638,256.93691247118994,1.4241868788590357,1.411445,1.4114455992488222,12.74127961021354,321.72050002596643,1.361375,1.3613694786462063,68.37623158583624,237.90382396404044,68.37623158587222,1.267121785420772,155.0,155.00217141861998,1.4244141178366088,237.90382396404044,155.00217141862,186.09095600903515,1.2666615789666076,1.251615,1.2516123607088707,15.049218257736863,236.5367588941256,1.200915,1.2009113444637725,108.40004525323153,0.03616219894181403,0.013532562052692612,2.6722359595327876,13.74749771421146,0.8251962402926842
